SEQID	MAX	BHLHE40	ATF3	CEBPB	MAFK	FOSL2	NFE2L2	JUND
11:63673203-63673303	6.535e-08	1.135e-11	4.315e-08	2.078e-10	2.358e-10	7.355e-06	8.266e-10	0.0001754
2:23247376-23247476	3.762e-11	7.795e-12	4.465e-11	1.044e-12	4.177e-13	4.633e-13	1.408e-10	3.23e-13
5:140547471-140547571	1.154e-09	1.147e-10	3.595e-11	7.959e-13	5.121e-09	2.456e-12	1.521e-11	8.237e-18
5:142867230-142867330	5.313e-10	5.077e-10	1.55e-10	3.687e-10	4.284e-16	8.91e-13	7.143e-11	4.335e-17
6:111277971-111278071	5.471e-08	2.177e-07	4.157e-10	7.985e-14	1.1e-10	4.074e-10	4.212e-11	2.441e-11
3:102060956-102061056	1.035e-09	1.675e-11	2.594e-05	1.946e-10	4.137e-06	0.01116	1.006e-06	0.0105
6:100484627-100484727	3.045e-07	8.801e-11	6.416e-09	9.285e-11	1.675e-10	9.897e-15	8.318e-11	1.4e-17
7:1144283-1144383	2.763e-09	3.522e-09	1.643e-09	6.305e-08	2.642e-15	1.065e-11	4.679e-10	8.276e-17
1:112144026-112144126	1.422e-08	6.094e-11	4.514e-06	2.55e-07	3.434e-06	5.318e-09	2.047e-09	1.796e-09
5:139665812-139665912	2.176e-07	2.044e-09	1.515e-10	4.643e-13	1.763e-07	2.608e-13	3.118e-12	1.759e-18
9:13102807-13102907	9.304e-10	9.43e-11	1.508e-08	2.356e-06	4.204e-09	6.58e-12	3.428e-09	5.249e-16
8:85861766-85861866	8.084e-09	3.088e-11	1.081e-06	5.541e-10	0.004702	0.003289	0.003691	0.0006385
15:95682222-95682322	4.233e-09	1.141e-10	2.48e-07	1.432e-11	3.317e-07	1.075e-13	2.531e-07	1.925e-17
6:47460596-47460696	2.983e-09	3.89e-13	1.258e-08	1.044e-07	7.112e-09	7.184e-10	2.552e-10	3.678e-11
14:76773626-76773726	7.596e-11	2.079e-12	2.214e-06	7.042e-11	4.274e-08	0.004598	5.583e-09	0.0005716
5:1103869-1103969	3.051e-10	3.633e-11	1.797e-05	2.609e-12	1.939e-06	1.13e-05	1.653e-11	2.586e-10
1:175198531-175198631	8.639e-09	3.375e-10	2.413e-08	4.213e-12	1.084e-08	1.97e-13	2.018e-11	4.071e-15
12:89356006-89356106	6.433e-08	3.464e-09	1.725e-06	2.108e-09	3.312e-07	2.255e-06	3.175e-09	1.125e-10
22:37126635-37126735	1.454e-07	1.563e-07	2.481e-10	1.872e-10	2.107e-09	7.188e-11	1.273e-10	4.599e-13
18:1512178-1512278	3.758e-10	5.713e-10	2.852e-05	3.814e-11	5.47e-13	6.313e-07	1.085e-10	1.357e-09
16:52742811-52742911	2.958e-07	5.985e-11	5.051e-05	3.185e-06	1.355e-07	6.705e-05	6.942e-06	3.516e-08
8:41512321-41512421	2.641e-09	2.163e-11	4.622e-09	1.575e-10	4.973e-08	5.499e-15	3.781e-12	7.631e-19
3:32414587-32414687	5.693e-10	4.338e-10	2.189e-10	5.497e-11	2.545e-11	7.097e-08	2.515e-08	1.609e-05
17:30116816-30116916	4.924e-07	4.202e-07	1.237e-08	7.937e-11	1.848e-11	3.976e-08	2.403e-10	2.691e-09
17:50636192-50636292	0.002043	0.0002409	1.887e-10	7.484e-07	8.05e-14	1.74e-10	3.363e-12	7.736e-19
3:133459505-133459605	2.454e-09	1.864e-10	6.676e-11	5.029e-07	3.089e-10	1.687e-15	2.009e-09	2.543e-18
1:153958748-153958848	7.253e-11	3.897e-12	7.833e-10	3.284e-10	1.402e-12	6.582e-13	2.482e-12	2.484e-18
X:107683218-107683318	2.528e-09	1.417e-10	6.095e-11	0.0002667	2.832e-08	5.676e-13	5.315e-11	1.431e-13
4:68815965-68816065	1.504e-08	2.863e-11	1.112e-08	0.000154	3.442e-05	4.907e-10	1.395e-08	1.144e-13
8:47540237-47540337	4.306e-11	6.213e-13	0.0001811	1.639e-09	5.876e-09	2.372e-08	6.763e-12	1.657e-12
5:139061389-139061489	2.475e-09	8.553e-10	9.787e-08	2.842e-11	4.734e-15	6.351e-16	9.564e-13	2.166e-21
10:13107702-13107802	8.118e-06	2.44e-09	1.746e-10	5.178e-09	3.37e-11	4.798e-11	2.972e-09	5.11e-16
6:44350522-44350622	5.099e-12	5.896e-12	8.974e-09	1.437e-10	1.593e-07	1.746e-10	3.06e-10	4.04e-17
19:44094268-44094368	1.04e-10	2.89e-10	3.567e-11	9.983e-13	2.527e-14	2.306e-13	6.47e-13	9.005e-23
16:51451027-51451127	6.213e-11	1.602e-08	5.665e-11	7.2e-14	9.615e-18	9.363e-14	6.905e-14	1.246e-15
2:217695237-217695337	5.915e-12	3.71e-12	1.722e-05	5.191e-08	2.502e-05	2.43e-13	1.672e-07	8.323e-16
1:178655802-178655902	1.296e-07	1.429e-08	8.172e-06	9.042e-06	0.0001071	0.0001171	3.534e-08	4.342e-05
20:50312879-50312979	1.359e-07	2.591e-08	1.161e-05	3.177e-10	7.579e-07	5.317e-10	6.88e-13	1.08e-11
X:125291213-125291313	5.744e-10	9.872e-12	2.127e-09	1.097e-09	6.728e-13	9.703e-13	1.392e-05	6.217e-17
1:26878016-26878116	7.283e-10	2.295e-11	9.07e-09	9.166e-07	3.3e-09	6.763e-14	6.002e-13	3.23e-17
4:113436116-113436216	1.47e-08	1.564e-11	2.99e-09	1.199e-10	2.155e-12	3.93e-10	2.209e-08	2.283e-12
5:67015770-67015870	1.645e-08	7.076e-11	1.951e-06	9.198e-10	9.444e-09	0.001595	7.913e-09	0.003381
1:38985796-38985896	1.384e-08	5.582e-11	1.253e-09	2.055e-09	5.348e-13	1.178e-13	1.171e-12	1.314e-17
15:85011059-85011159	1.007e-12	4.033e-13	4.169e-10	1.051e-10	6.66e-12	6.458e-16	5.544e-10	1.935e-17
5:126587824-126587924	1.043e-11	1.346e-12	5.189e-11	1.551e-05	3.517e-09	4.507e-12	2.358e-13	2.022e-16
3:120350488-120350588	3.393e-09	1.279e-11	2.065e-05	9.012e-07	0.0002778	0.008832	2.315e-06	0.008286
10:14570258-14570358	2.285e-11	5.133e-14	5.482e-08	1.569e-06	3.698e-11	5.087e-13	9.166e-12	3.313e-13
11:95108385-95108485	7.653e-09	2.667e-10	1.252e-09	1.667e-12	6.714e-11	8.709e-05	2.297e-10	9.638e-06
21:46226953-46227053	2.494e-11	2.696e-11	8.496e-07	1.034e-05	5.423e-09	1.051e-12	5.261e-12	3.87e-16
1:37859727-37859827	8.575e-06	1.5e-09	6.208e-09	3.246e-11	6.749e-14	2.255e-13	1.556e-13	8.136e-21
9:121202033-121202133	3.959e-06	3.229e-06	1.612e-09	8.484e-10	2.54e-17	6.184e-12	3.865e-13	7.356e-18
12:46617288-46617388	5.353e-10	4.525e-11	3.189e-10	0.000616	1.229e-14	1.936e-14	8.005e-10	2.799e-20
15:32670457-32670557	3.099e-06	4.264e-06	1.082e-06	1.576e-06	5.343e-09	8.562e-12	3.613e-12	3.894e-17
6:134851760-134851860	1.234e-08	3.459e-11	3.31e-06	1.222e-05	9.297e-12	1.175e-05	1.271e-11	1.417e-09
6:6661847-6661947	1.301e-08	4.899e-11	5.126e-09	0.0003275	1.721e-10	5.98e-08	1.053e-05	6.262e-10
8:69563095-69563195	9.005e-06	1.699e-07	2.991e-08	3.343e-05	5.475e-09	0.002641	3.829e-07	0.0004506
1:201849613-201849713	8.265e-06	1.476e-08	1.373e-08	2.789e-06	4.782e-13	2.489e-13	8.552e-13	2.483e-19
3:10220781-10220881	7.013e-10	1.806e-10	1.948e-06	8.128e-11	4.983e-07	0.004464	1.728e-05	0.003947
19:34359492-34359592	3.12e-07	4.288e-08	5.097e-12	2.048e-09	2.393e-14	5.662e-07	1.617e-10	5.247e-15
13:50283168-50283268	5.364e-10	1.45e-10	1.815e-09	4.483e-05	6.015e-08	1.066e-10	1.86e-13	2.174e-15
14:60691432-60691532	2.197e-10	1.696e-09	3.922e-12	6.853e-13	1.52e-15	9.236e-18	6.411e-14	2.275e-23
2:133421833-133421933	1.647e-07	1.886e-07	9.463e-07	3.316e-07	5.216e-07	8.199e-16	2.21e-08	2.1e-19
13:51519979-51520079	5.86e-10	1.753e-12	8.326e-10	4.403e-10	1.49e-13	1.836e-08	6.782e-12	1.749e-13
17:67377170-67377270	9.033e-09	2.205e-11	1.265e-08	5.497e-08	1.632e-10	2.111e-12	9.602e-13	6.731e-20
1:165885344-165885444	1.953e-10	2.68e-10	2.61e-10	7.488e-09	2.855e-14	0.0001723	5.039e-09	2.051e-05
16:82196298-82196398	2.361e-09	1.228e-10	1.761e-09	3.435e-08	1.391e-07	5.73e-13	3.909e-13	5.765e-13
10:110305034-110305134	1.184e-09	1.198e-10	9.218e-09	2.858e-09	1.454e-13	3.189e-15	1.366e-12	1.02e-21
10:7696700-7696800	4.271e-07	9.756e-07	8.549e-10	1.866e-10	5.548e-07	2.018e-11	1.113e-11	8.983e-16
2:70514952-70515052	1.413e-09	1.791e-10	2.241e-08	1.029e-10	3.912e-14	6.202e-17	3.364e-11	2.357e-20
20:53869886-53869986	5.914e-11	1.898e-11	4.391e-11	2.368e-10	2.397e-11	1.821e-09	1.017e-11	1.054e-11
12:69840913-69841013	1.536e-06	4.19e-06	1.71e-05	1.714e-10	3.383e-12	0.0001429	1.673e-09	0.0003898
9:98848575-98848675	1.536e-06	4.19e-06	1.71e-05	1.714e-10	3.383e-12	0.0001429	1.673e-09	0.0003898
10:120460964-120461064	3.313e-08	1.664e-09	1.939e-06	2.105e-10	5.751e-11	1.617e-08	3.09e-12	1.423e-09
X:20029892-20029992	1.031e-07	1.287e-10	1.012e-09	3.422e-11	2.604e-08	6.629e-13	2.03e-08	2.022e-17
12:13005858-13005958	1.475e-11	7.368e-13	1.946e-11	5.151e-09	1.82e-11	2.013e-13	2.267e-14	1.247e-17
6:63471326-63471426	2.589e-12	2.308e-13	8.324e-07	0.001248	5.151e-10	1.813e-12	1.024e-11	5.325e-17
8:136780449-136780549	8.52e-11	1.015e-13	1.184e-08	3.125e-09	3.426e-14	4.632e-17	3.552e-10	1.255e-22
3:146544650-146544750	2.451e-06	3.974e-07	4.212e-10	2.698e-09	3.264e-11	8.962e-11	4.213e-10	1.657e-12
1:67618645-67618745	3.125e-10	1.188e-12	6.841e-07	2.077e-08	1.06e-08	3.434e-07	1.371e-12	9.791e-16
17:51140041-51140141	2.966e-08	4.948e-10	4.108e-10	7.785e-11	2.316e-09	4.517e-15	1.73e-12	2.297e-19
2:200778197-200778297	1.07e-09	9.622e-11	2.064e-05	3.961e-10	1.256e-08	0.006843	7.788e-08	0.005838
15:73994651-73994751	6.089e-10	1.014e-09	2.771e-10	1.691e-12	1.497e-08	1.253e-07	1.075e-08	1.952e-10
17:20935799-20935899	2.331e-09	7.118e-13	1.71e-05	6.585e-07	5.514e-10	8.497e-05	8.764e-10	0.0002546
13:99630459-99630559	6.929e-09	2.382e-09	9.955e-11	7.733e-06	1.622e-08	1.664e-12	2.037e-11	2.026e-13
8:22194432-22194532	7.832e-09	2.679e-10	1.822e-08	2.797e-09	1.295e-08	4.601e-15	1.133e-10	1.008e-18
20:32332754-32332854	1.108e-05	5.315e-10	4.033e-07	4.133e-09	2.967e-13	4.905e-05	2.878e-09	0.0001376
1:193549165-193549265	8.053e-11	1.953e-11	2.658e-11	1.337e-12	9.423e-10	2.164e-15	1.464e-13	1.922e-18
14:69850787-69850887	8.053e-11	1.953e-11	2.658e-11	1.337e-12	9.423e-10	2.164e-15	1.464e-13	1.922e-18
2:73625884-73625984	1.825e-07	2.061e-08	2.575e-09	6.311e-10	6.117e-10	2.041e-13	1.067e-12	2.641e-17
14:46488092-46488192	9.297e-07	6.839e-09	3.662e-09	1.418e-05	2.922e-10	6.819e-12	9.503e-11	1.186e-17
12:69239391-69239491	2.315e-10	9.63e-09	1.708e-07	2.022e-10	3.318e-08	5.851e-12	1.247e-12	5.548e-17
20:34112441-34112541	3.871e-11	3.549e-12	3.802e-11	1.699e-07	4.377e-07	3.688e-08	6.687e-11	1.346e-16
3:192833232-192833332	3.706e-12	3.265e-13	1.078e-06	3.81e-11	7.892e-13	0.005133	5.097e-11	0.003538
16:74635472-74635572	1.639e-09	6.483e-11	1.03e-10	2.585e-12	1.012e-08	6.006e-07	1.823e-11	7.56e-08
12:751297-751397	4.574e-10	1.438e-11	2.766e-10	3.866e-08	7.853e-13	3.188e-11	1.255e-12	2.996e-17
13:100517353-100517453	3.556e-08	2.354e-10	1.159e-09	1.189e-05	5.943e-12	1.03e-11	9.018e-11	7.79e-14
2:45651029-45651129	3.266e-08	2.245e-08	1.659e-08	1.394e-08	3.742e-15	1.143e-17	5.658e-14	1.886e-19
7:47181999-47182099	2.224e-10	5.675e-11	8.586e-10	8.617e-12	1.611e-08	9.799e-12	7.019e-08	9.179e-17
9:72734736-72734836	3.688e-09	7.572e-11	3.775e-08	6.537e-05	2.141e-07	8.351e-11	3.201e-05	2.288e-12
9:19114171-19114271	6.108e-09	4.946e-10	1.301e-09	3.37e-10	5.326e-15	2.988e-09	3.147e-10	5.411e-11
9:104873169-104873269	6.803e-06	1.625e-06	0.0001811	9.482e-07	0.0001031	9.763e-10	4.531e-11	1.128e-10
6:13289876-13289976	1.121e-11	2.809e-13	2.739e-09	3.326e-08	3.017e-06	2.311e-10	8.042e-13	3.962e-16
16:85059033-85059133	2.702e-09	3.161e-09	6.838e-07	5.841e-09	3.044e-13	1.328e-15	7.15e-09	4.56e-18
6:114167835-114167935	8.541e-09	6.978e-12	3.573e-08	2.249e-08	2.005e-10	9.305e-12	4.9e-13	8.539e-17
2:100284339-100284439	1.828e-06	3.083e-07	7.769e-06	2.387e-12	7.274e-06	0.0001106	2.099e-09	4.101e-05
15:52798735-52798835	4.669e-12	8.393e-10	6.46e-11	2.497e-12	7.008e-08	4.089e-13	3.358e-10	6.078e-19
19:11138788-11138888	7.263e-10	1.046e-11	4.753e-12	1.722e-10	4.434e-07	2.217e-13	1.963e-13	1.179e-22
4:78552468-78552568	5.584e-07	5.752e-11	2.204e-06	2.765e-09	4.347e-13	8.654e-05	6.427e-10	8.673e-05
15:39211621-39211721	2.887e-05	1.432e-06	1.007e-08	5.648e-07	8.157e-08	1.839e-12	1.348e-09	8.015e-15
10:24897481-24897581	2.68e-12	3.598e-10	1.607e-09	2.894e-08	2.401e-07	0.001355	1.036e-05	0.0002607
9:19129838-19129938	9.066e-10	8.906e-11	1.078e-06	1.208e-08	1.005e-06	0.002624	1.032e-09	0.001922
8:123403885-123403985	1.407e-08	6.155e-10	2.189e-09	1.77e-09	8.815e-09	1.113e-13	3.397e-12	8.847e-19
2:45681817-45681917	1.777e-09	3.04e-09	1.298e-06	2.625e-10	5.679e-05	0.002639	1.553e-08	0.0001301
1:233607350-233607450	0.001372	4.267e-05	1.851e-07	2.287e-08	7.7e-06	4.868e-11	5.95e-12	1.898e-15
18:62081436-62081536	3.833e-10	1.272e-11	6.822e-07	3.584e-10	6.372e-12	7.327e-05	2.908e-10	6.051e-11
1:59738323-59738423	1.356e-08	8.151e-10	6.389e-06	4.126e-08	8.093e-13	5.99e-12	1.974e-12	7.955e-15
6:3394013-3394113	6.875e-09	5.866e-10	3.254e-09	4.589e-09	1.114e-12	7.089e-11	3.18e-11	1.9e-16
6:34658978-34659078	6.877e-12	7.522e-15	1.194e-13	3.735e-19	1.114e-12	1.991e-19	3.18e-11	1.25e-26
17:1910177-1910277	1.139e-10	3.654e-13	1.194e-08	6.845e-08	1.461e-12	2.538e-09	6.006e-11	3.39e-17
9:82559277-82559377	4.769e-10	1.247e-12	1.412e-07	4.993e-11	3.548e-13	3.534e-13	1.833e-11	2.767e-18
20:53830156-53830256	1.265e-11	2.369e-12	9.85e-09	1.718e-08	2.011e-12	1.521e-14	8.319e-10	8.356e-18
3:30612034-30612134	2.957e-09	2.166e-09	1.087e-06	4.517e-09	1.093e-09	0.003769	8.328e-09	0.003594
11:130002623-130002723	5.422e-12	9.474e-13	6.036e-10	1.253e-09	1.539e-08	3.793e-11	7.912e-09	1.216e-12
13:110706264-110706364	2.156e-10	2.414e-10	3.033e-09	5.069e-13	7.935e-18	2.444e-15	4.853e-14	7.31e-21
14:21106678-21106778	3.447e-11	1.189e-10	2.337e-07	4.115e-09	5.237e-06	4.541e-08	2.119e-09	1.514e-09
20:17684409-17684509	8.093e-09	2.34e-09	2.687e-08	6.845e-06	7.677e-11	4.322e-11	1.7e-11	7.591e-16
17:74436584-74436684	9.996e-18	1.356e-18	2.407e-07	3.806e-08	7.677e-11	2.562e-12	1.7e-11	1.424e-16
20:50305495-50305595	8.649e-07	8.17e-08	1.288e-09	1.363e-10	7.996e-15	4.055e-11	6.035e-12	7.232e-18
18:56638703-56638803	1.431e-08	4.965e-10	0.0001982	9.897e-08	1.014e-15	4.033e-13	2.022e-12	2.871e-13
17:68580378-68580478	1.031e-09	1.87e-09	3.488e-10	1.575e-06	6.928e-12	1.65e-13	1.095e-11	3.785e-16
10:50855608-50855708	4.93e-07	4.836e-06	3.896e-08	6.154e-06	2.12e-13	2.692e-08	1.359e-09	1.435e-10
5:52875880-52875980	4.701e-10	6.593e-14	0.0001213	2.769e-10	4.567e-09	1.215e-11	3.46e-11	2.272e-15
8:54064955-54065055	5.483e-09	2.327e-09	5.308e-10	1.112e-08	1.533e-12	2.855e-12	4.622e-13	1.318e-17
20:6165108-6165208	4.693e-11	9.139e-11	3.537e-09	2.515e-06	9.056e-10	9.748e-11	1.739e-06	4.954e-17
2:146214645-146214745	4.418e-10	1.154e-12	1.441e-07	9.857e-09	6.997e-12	4.186e-12	6.072e-12	2.446e-13
7:124929966-124930066	8.516e-10	2.345e-10	2.214e-07	5.058e-07	3.601e-11	2.427e-16	1.44e-11	1.683e-18
1:176444424-176444524	2.466e-08	5.857e-11	9.474e-10	1.798e-10	5.461e-11	2.218e-08	2.757e-11	6.893e-11
6:33744231-33744331	8.073e-07	4.286e-08	9.211e-08	3.106e-06	4.464e-12	1.363e-11	7.061e-11	9.242e-13
12:104939493-104939593	1.314e-11	3.427e-13	5.537e-12	5.952e-08	7.405e-05	1.847e-15	3.795e-14	1.461e-18
9:113258414-113258514	9.684e-11	3.608e-13	7.619e-10	7.819e-11	5.713e-08	6.083e-10	3.244e-12	4.137e-09
9:131704192-131704292	1.409e-07	1.202e-07	6.749e-12	5.805e-09	9.495e-09	3.604e-12	2.08e-09	5.82e-14
2:218568611-218568711	1.833e-09	1.926e-10	6.243e-11	9.918e-12	1.647e-13	1.531e-10	1.51e-11	3.203e-17
9:124659292-124659392	1.822e-08	4.066e-09	7.781e-08	1.247e-05	2.295e-09	1.208e-13	2.468e-11	1.525e-17
17:47252359-47252459	1.223e-05	5.425e-08	2.859e-07	1.144e-09	3.201e-12	4.948e-11	5.757e-10	4.176e-14
8:143335292-143335392	1.761e-06	2.749e-07	1.704e-07	5.806e-13	8.432e-10	1.886e-12	2.299e-11	9.009e-17
12:123126670-123126770	3.082e-11	1.762e-11	1.821e-05	3.799e-12	0.0004052	0.00329	0.006525	0.0006395
3:161476057-161476157	3.854e-11	7.153e-11	2.446e-10	1.345e-11	1.013e-09	2.203e-11	4.411e-12	3.634e-13
5:14777287-14777387	5.081e-11	4.716e-13	2.63e-06	9.21e-10	7.388e-13	0.002879	1.469e-10	0.005833
21:41420526-41420626	8.367e-12	4.75e-13	5.316e-10	6.569e-14	7.73e-14	4.363e-15	4.493e-12	1.359e-18
5:150138161-150138261	4.796e-08	1.459e-09	4.845e-06	4.146e-07	2.436e-09	8.697e-08	8.117e-08	5.247e-15
15:52799987-52800087	5.864e-06	3.634e-09	7.924e-10	2.581e-08	8.495e-06	8.115e-11	3.807e-11	1.474e-14
3:63973136-63973236	1.42e-09	1.695e-12	2.449e-13	4.913e-10	5.658e-14	4.146e-17	1.754e-14	6.152e-25
7:101386680-101386780	6.775e-09	1.616e-10	8.368e-09	4.365e-13	8.058e-13	4.571e-10	1.564e-09	6.342e-15
2:42147930-42148030	8.825e-11	2.459e-11	4.899e-10	2.043e-05	1.097e-11	8.385e-13	1.028e-09	1.841e-16
18:1778000-1778100	4.904e-11	6.223e-13	1.344e-08	1.459e-11	8.088e-09	5.765e-13	3.882e-07	1.436e-15
10:102796575-102796675	3.026e-11	1.039e-12	5.213e-12	2.504e-11	9.322e-13	4.917e-13	1.258e-10	8.241e-17
3:159451247-159451347	1.575e-05	1.868e-08	3.096e-05	1.573e-05	1.755e-06	5.506e-08	6.999e-11	3.245e-09
20:51752471-51752571	1.665e-11	2.968e-12	3.516e-09	5.554e-09	1.471e-11	1.544e-06	1.242e-10	6.02e-10
10:92243351-92243451	6.257e-07	1.114e-06	2.654e-06	7.744e-10	5.001e-10	1.707e-13	3.686e-12	6.751e-16
11:127106377-127106477	7.403e-07	4.361e-10	3.367e-11	3.076e-10	8.243e-09	2.363e-13	6.302e-10	2.929e-17
8:123261939-123262039	3.71e-09	7.044e-11	7.55e-09	4.046e-12	2.06e-08	3.328e-13	4.558e-13	2.26e-17
16:20803713-20803813	5.796e-10	4.741e-12	9.995e-09	1.364e-09	6.677e-11	3.503e-09	4.844e-09	9.145e-11
1:100658313-100658413	5.455e-09	1.148e-11	4.19e-06	2.264e-06	4.599e-12	4.224e-11	1.258e-10	9.195e-13
2:65364360-65364460	4.463e-11	8.278e-13	7.796e-10	3.615e-11	1.681e-12	5.393e-11	1.542e-11	4.891e-16
5:61524195-61524295	1.293e-09	7.901e-10	9.083e-09	1.218e-10	0.0001014	2.388e-13	1.12e-11	3.762e-19
12:46431899-46431999	1.01e-08	2.696e-12	6.414e-06	2.529e-08	3.224e-08	2.501e-14	1.153e-07	5.588e-17
3:193499329-193499429	3.435e-05	9.404e-09	3.055e-06	1.081e-06	1.835e-11	1.478e-08	3.888e-11	7.787e-11
18:58481881-58481981	1.669e-11	1.03e-12	2.502e-09	6.979e-05	1.755e-06	4.676e-15	4.78e-13	1.251e-19
17:78355243-78355343	2.38e-12	3.593e-12	3.697e-10	4.095e-12	1.824e-11	3.915e-15	9.659e-13	2.579e-18
19:11538640-11538740	1.344e-08	4.568e-11	1.622e-06	2.565e-05	8.911e-08	5.969e-11	5.999e-11	8.236e-16
7:111532122-111532222	4.121e-05	4.53e-08	4.579e-08	1.51e-05	2.721e-09	5.571e-06	9.521e-10	9.922e-07
8:29126735-29126835	2.398e-06	4.306e-08	2.823e-11	1.505e-12	6.624e-10	2.287e-14	7.299e-12	1.378e-17
3:129855985-129856085	2.484e-13	2.994e-14	3.179e-08	9.159e-06	2.683e-13	7.747e-12	1.782e-16	1.29e-16
3:174532357-174532457	3.176e-10	4.935e-12	3.705e-11	3.701e-07	4.287e-13	1.037e-13	8.898e-13	2.887e-16
8:29126991-29127091	7.062e-12	1.456e-10	1.059e-10	1.929e-09	4.504e-14	1.84e-10	1.194e-13	7.447e-12
19:46863968-46864068	1.74e-09	3.161e-11	1.023e-06	1.566e-14	1.382e-09	3.335e-09	3.051e-11	3.586e-11
1:230011921-230012021	1.763e-08	1.379e-09	1.805e-08	7.573e-10	3.7e-13	1.802e-13	1.632e-12	1.671e-17
22:45688704-45688804	2.005e-07	1.088e-11	4.385e-10	2.469e-10	4.801e-14	8.177e-05	3.075e-08	2.103e-06
8:109607855-109607955	6.308e-12	1.917e-12	4.324e-08	3.152e-08	6.063e-10	7.342e-06	1.289e-11	4.571e-05
12:9128468-9128568	1.038e-08	6.639e-10	1.247e-09	6.992e-10	4.174e-06	5.649e-13	1.006e-11	2.158e-17
2:98709663-98709763	2.924e-08	4.79e-10	5.972e-11	9.132e-08	1.946e-12	9.293e-14	2.44e-08	2.471e-17
11:85628415-85628515	1.276e-11	8.368e-09	3.386e-08	4.366e-12	8.712e-11	2.584e-11	7.45e-09	6.221e-17
7:151491934-151492034	2.539e-08	3.992e-09	0.0001213	2.381e-08	9.573e-08	9.549e-13	4.903e-13	1.706e-17
7:130885197-130885297	1.836e-11	5.006e-13	3.768e-08	8.907e-10	5.423e-08	2.916e-12	5.38e-12	1.853e-14
10:124702339-124702439	1.54e-07	1.594e-07	3.114e-09	1.223e-10	1.726e-07	3.671e-12	1.804e-13	1.702e-19
10:21330157-21330257	1.337e-13	4.769e-17	5.915e-12	3.059e-08	5.414e-13	2.612e-14	2.341e-13	1.476e-18
3:144119037-144119137	3.474e-10	3.754e-13	2.351e-09	1.338e-05	1.035e-10	3.682e-13	6.929e-12	8.262e-18
6:43427559-43427659	5.163e-12	3.111e-12	3.553e-11	7.123e-12	3.982e-11	2.224e-17	1.177e-12	5.542e-23
3:15608058-15608158	8.585e-10	1.067e-10	1.581e-09	1.256e-09	2.626e-09	2.619e-11	1.71e-11	1.15e-15
16:84806482-84806582	2.193e-09	2.477e-09	3.437e-07	6.219e-08	2.598e-15	5.505e-15	1.545e-10	2.398e-19
2:65379840-65379940	2.003e-08	4.109e-09	7.735e-06	1.301e-09	2.449e-07	0.0001106	6.259e-07	4.101e-05
1:56920651-56920751	1.161e-08	9.141e-11	7.849e-13	1.882e-11	6.037e-09	1.154e-11	1.078e-13	3.822e-17
10:93603173-93603273	1.142e-11	1.011e-12	1.694e-07	4.955e-08	1.062e-08	1.171e-10	8.114e-09	2.875e-12
6:34792904-34793004	1.362e-12	4.38e-13	2.499e-07	2.685e-09	3.171e-10	1.539e-14	1.015e-10	9.333e-19
8:19273678-19273778	3.501e-10	1.229e-09	1.333e-11	2.983e-13	2.768e-15	3.935e-14	7.237e-14	8.927e-21
1:173717280-173717380	5.873e-11	3.517e-12	1.392e-07	3.549e-05	7.208e-06	6.493e-07	3.195e-06	1.191e-07
5:33205244-33205344	1.239e-11	2.419e-12	1.806e-10	1.184e-06	7.863e-08	5.517e-10	2.838e-10	2.37e-11
11:41119590-41119690	8.87e-10	6.856e-13	2.773e-08	4.903e-08	1.044e-11	2.32e-10	4.429e-12	1.714e-11
11:9759748-9759848	1.829e-05	1.378e-08	2.968e-07	1.226e-10	7.227e-08	0.0006642	1.084e-05	0.0004153
6:160275758-160275858	1.77e-06	2.75e-07	1.196e-08	8.184e-07	6.35e-14	1.052e-12	2.177e-12	1.263e-16
18:31574485-31574585	1.741e-10	1.643e-12	9.005e-08	1.194e-10	7.171e-08	5.39e-11	5.541e-10	1.572e-16
19:13774293-13774393	4.174e-06	3.261e-06	2.438e-10	4.766e-09	1.777e-12	2.709e-10	3.845e-10	2.222e-12
1:64006891-64006991	2.292e-05	3.739e-09	0.0001824	3.631e-08	1.434e-08	1.718e-07	5.185e-08	6.527e-07
14:73393524-73393624	1.817e-11	1.996e-11	6.814e-07	1.852e-10	5.942e-12	1.068e-12	1.643e-11	7.932e-16
12:6943781-6943881	8.974e-10	5.845e-12	2.318e-12	6.996e-12	3.17e-11	7.833e-15	1.108e-12	2.66e-20
1:196143944-196144044	6.657e-06	4.576e-07	1.709e-11	1.988e-09	1.129e-13	2.803e-11	5.937e-13	1.449e-12
3:194269834-194269934	6.739e-06	1.017e-05	3.463e-09	3.107e-15	1.489e-13	4.138e-17	2.914e-11	1.371e-22
13:108600188-108600288	4.171e-10	5.515e-11	2.275e-12	1.777e-06	1.62e-05	5.118e-14	1.607e-14	3.203e-19
1:15796905-15797005	4.171e-10	5.515e-11	2.275e-12	1.777e-06	1.62e-05	5.118e-14	1.607e-14	3.203e-19
6:165746543-165746643	5.794e-09	8.93e-10	2.4e-10	1.426e-13	8.356e-17	1.434e-12	2.525e-10	1.407e-16
4:39458848-39458948	9.559e-07	5.229e-08	1.498e-05	1.523e-08	7.786e-12	1.154e-13	1.691e-12	5.91e-18
11:94800546-94800646	6.275e-08	1.436e-08	1.271e-09	2.279e-07	3.421e-13	3.459e-15	2.229e-12	1.537e-18
